Loading dataset...
Dropout 0.2
Inner Dropout 0.2
Inner Dropout 0.2
Initializing model...
Start training...
{'loss': 1973.0955, 'learning_rate': 0.00011868852459016394, 'epoch': 3.28}
{'loss': 574.9385, 'learning_rate': 0.0012554774608959348, 'epoch': 767.21}
{'loss': 576.898, 'learning_rate': 0.0012223546043859846, 'epoch': 770.49}
{'loss': 569.9679, 'learning_rate': 0.0011895955683277105, 'epoch': 773.77}
{'loss': 592.4976, 'learning_rate': 0.00115720464355223, 'epoch': 777.05}
{'loss': 573.3585, 'learning_rate': 0.0011251860726748531, 'epoch': 780.33}
{'loss': 575.3458, 'learning_rate': 0.0010935440495393799, 'epoch': 783.61}
{'loss': 570.7448, 'learning_rate': 0.0010622827186687802, 'epoch': 786.89}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.6855, 'eval_samples_per_second': 4.008, 'eval_steps_per_second': 4.008, 'epoch': 786.89}
{'loss': 572.7466, 'learning_rate': 0.0010314061747223424, 'epoch': 790.16}
{'loss': 556.1897, 'learning_rate': 0.001000918461959346, 'epoch': 793.44}
{'loss': 584.3201, 'learning_rate': 0.0009708235737093381, 'epoch': 796.72}
{'loss': 585.693, 'learning_rate': 0.0009412729490456213, 'epoch': 800.0}
{'loss': 568.2525, 'learning_rate': 0.00091197347061174, 'epoch': 803.28}
{'loss': 585.2779, 'learning_rate': 0.0008830784668485583, 'epoch': 806.56}
{'loss': 560.5793, 'learning_rate': 0.0008545917224700417, 'epoch': 809.84}
{'loss': 558.3316, 'learning_rate': 0.0008265169687156875, 'epoch': 813.11}
{'loss': 574.1601, 'learning_rate': 0.0007988578828617965, 'epoch': 816.39}
{'loss': 553.4531, 'learning_rate': 0.000771618087739824, 'epoch': 819.67}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.7096, 'eval_samples_per_second': 4.005, 'eval_steps_per_second': 4.005, 'epoch': 819.67}
{'loss': 570.2439, 'learning_rate': 0.0007448011512618518, 'epoch': 822.95}
{'loss': 576.8353, 'learning_rate': 0.000718410585953257, 'epoch': 826.23}
{'loss': 583.1435, 'learning_rate': 0.0006924498484926378, 'epoch': 829.51}
{'loss': 562.5773, 'learning_rate': 0.0006669223392590498, 'epoch': 832.79}
{'loss': 575.5999, 'learning_rate': 0.000641831401886622, 'epoch': 836.07}
{'loss': 553.6126, 'learning_rate': 0.000617180322826596, 'epoch': 839.34}
{'loss': 560.2809, 'learning_rate': 0.0005929723309168727, 'epoch': 842.62}
{'loss': 581.3581, 'learning_rate': 0.0005692105969590808, 'epoch': 845.9}
{'loss': 559.9357, 'learning_rate': 0.0005458982333032689, 'epoch': 849.18}
{'loss': 568.7788, 'learning_rate': 0.000523038293440242, 'epoch': 852.46}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.6809, 'eval_samples_per_second': 4.008, 'eval_steps_per_second': 4.008, 'epoch': 852.46}
{'loss': 588.554, 'learning_rate': 0.0005006337716016107, 'epoch': 855.74}
{'loss': 553.3282, 'learning_rate': 0.0004786876023676028, 'epoch': 859.02}
{'loss': 561.4754, 'learning_rate': 0.0004572026602826829, 'epoch': 862.3}
{'loss': 589.0733, 'learning_rate': 0.0004361817594790485, 'epoch': 865.57}
{'loss': 557.2192, 'learning_rate': 0.00041562765330802076, 'epoch': 868.85}
{'loss': 564.8487, 'learning_rate': 0.000395543033979413, 'epoch': 872.13}
{'loss': 563.5036, 'learning_rate': 0.0003759305322088986, 'epoch': 875.41}
{'loss': 555.545, 'learning_rate': 0.00035679271687343527, 'epoch': 878.69}
{'loss': 576.4343, 'learning_rate': 0.0003381320946747879, 'epoch': 881.97}
{'loss': 570.0402, 'learning_rate': 0.0003199511098112011, 'epoch': 885.25}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5702, 'eval_samples_per_second': 4.022, 'eval_steps_per_second': 4.022, 'epoch': 885.25}
{'loss': 571.8319, 'learning_rate': 0.0003022521436572503, 'epoch': 888.52}
{'loss': 568.6152, 'learning_rate': 0.0002850375144519264, 'epoch': 891.8}
{'loss': 565.1116, 'learning_rate': 0.0002683094769949901, 'epoch': 895.08}
{'loss': 560.1695, 'learning_rate': 0.00025207022235163425, 'epoch': 898.36}
{'loss': 572.0685, 'learning_rate': 0.00023639939471219808, 'epoch': 901.64}
{'loss': 553.874, 'learning_rate': 0.00022114155263937052, 'epoch': 904.92}
{'loss': 560.4838, 'learning_rate': 0.00020637867151055333, 'epoch': 908.2}
{'loss': 559.8925, 'learning_rate': 0.00019211268499160994, 'epoch': 911.48}
{'loss': 566.0567, 'learning_rate': 0.0001783454616643483, 'epoch': 914.75}
{'loss': 552.5455, 'learning_rate': 0.00016507880478177663, 'epoch': 918.03}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.7638, 'eval_samples_per_second': 3.998, 'eval_steps_per_second': 3.998, 'epoch': 918.03}
{'loss': 565.1882, 'learning_rate': 0.00015231445203190265, 'epoch': 921.31}
{'loss': 547.2854, 'learning_rate': 0.0001400540753101356, 'epoch': 924.59}
{'loss': 570.3747, 'learning_rate': 0.00012829928050029426, 'epoch': 927.87}
{'loss': 558.2548, 'learning_rate': 0.00011705160726426867, 'epoch': 931.15}
{'loss': 554.9609, 'learning_rate': 0.0001063125288403497, 'epoch': 934.43}
{'loss': 559.0309, 'learning_rate': 9.608345185026357e-05, 'epoch': 937.7}
{'loss': 559.3763, 'learning_rate': 8.636571611493205e-05, 'epoch': 940.98}
{'loss': 556.267, 'learning_rate': 7.716059447897683e-05, 'epoch': 944.26}
{'loss': 568.5508, 'learning_rate': 6.85536584605253e-05, 'epoch': 947.54}
{'loss': 565.9566, 'learning_rate': 6.037215983144817e-05, 'epoch': 950.82}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.598, 'eval_samples_per_second': 4.019, 'eval_steps_per_second': 4.019, 'epoch': 950.82}
{'loss': 564.8263, 'learning_rate': 5.270667997946532e-05, 'epoch': 954.1}
{'loss': 560.7283, 'learning_rate': 4.555822294143086e-05, 'epoch': 957.38}
{'loss': 563.4341, 'learning_rate': 3.892772503371855e-05, 'epoch': 960.66}
{'loss': 551.1517, 'learning_rate': 3.28160547295866e-05, 'epoch': 963.93}
{'loss': 538.3075, 'learning_rate': 2.7224012545419285e-05, 'epoch': 967.21}
{'loss': 562.9761, 'learning_rate': 2.215233093587665e-05, 'epoch': 970.49}
{'loss': 557.1321, 'learning_rate': 1.7601674197954775e-05, 'epoch': 973.77}
{'loss': 562.598, 'learning_rate': 1.3572638383977154e-05, 'epoch': 977.05}
{'loss': 553.5596, 'learning_rate': 1.006575122352027e-05, 'epoch': 980.33}
{'loss': 568.0339, 'learning_rate': 7.0814720542928815e-06, 'epoch': 983.61}
{'eval_loss': nan, 'eval_kendalltau': nan, 'eval_runtime': 32.5675, 'eval_samples_per_second': 4.022, 'eval_steps_per_second': 4.022, 'epoch': 983.61}
{'loss': 558.7379, 'learning_rate': 4.620191761969483e-06, 'epoch': 986.89}
{'loss': 559.5581, 'learning_rate': 2.6822327289930395e-06, 'epoch': 990.16}
{'loss': 570.7743, 'learning_rate': 1.2678487923478698e-06, 'epoch': 993.44}
{'loss': 577.853, 'learning_rate': 3.7722521031158254e-07, 'epoch': 996.72}
{'loss': 551.9459, 'learning_rate': 1.0478638190924983e-08, 'epoch': 1000.0}
{'train_runtime': 5480.2566, 'train_samples_per_second': 11.131, 'train_steps_per_second': 11.131, 'train_loss': 705.036649590164, 'epoch': 1000.0}
***** train metrics *****
  epoch                    =     1000.0
  train_loss               =   705.0366
  train_runtime            = 1:31:20.25
  train_samples_per_second =     11.131
  train_steps_per_second   =     11.131
10/27/2023 17:25:49 - INFO - __main__ -   *** Evaluate ***
***** eval metrics *****
  epoch                   =     1000.0
  eval_kendalltau         =     0.4669
  eval_loss               = 80123.6875
  eval_runtime            = 0:00:32.54
  eval_samples_per_second =      4.026
  eval_steps_per_second   =      4.026
Loading dataset...
Dropout 0.2
Inner Dropout 0.2
Initializing model...
Start training...
{'loss': 1986.497, 'learning_rate': 0.00012065573770491804, 'epoch': 3.28}
{'loss': 1813.1328, 'learning_rate': 0.00024918032786885245, 'epoch': 6.56}
{'loss': 1673.8564, 'learning_rate': 0.000379672131147541, 'epoch': 9.84}
{'loss': 1587.7214, 'learning_rate': 0.0005108196721311475, 'epoch': 13.11}
{'loss': 1539.9328, 'learning_rate': 0.0006419672131147542, 'epoch': 16.39}
{'loss': 1503.0506, 'learning_rate': 0.0007731147540983607, 'epoch': 19.67}
{'loss': 1411.8402, 'learning_rate': 0.0009042622950819672, 'epoch': 22.95}
{'loss': 1332.7059, 'learning_rate': 0.0010354098360655737, 'epoch': 26.23}
{'loss': 1282.5845, 'learning_rate': 0.0011665573770491804, 'epoch': 29.51}
{'loss': 1233.5848, 'learning_rate': 0.001297704918032787, 'epoch': 32.79}
{'eval_loss': 82142.6484375, 'eval_kendalltau': 0.42287201138209884, 'eval_runtime': 28.9162, 'eval_samples_per_second': 4.53, 'eval_steps_per_second': 4.53, 'epoch': 32.79}
{'loss': 1178.7562, 'learning_rate': 0.0014288524590163935, 'epoch': 36.07}
{'loss': 1166.39, 'learning_rate': 0.0015600000000000002, 'epoch': 39.34}
{'loss': 1118.9571, 'learning_rate': 0.0016911475409836065, 'epoch': 42.62}
{'loss': 1103.5519, 'learning_rate': 0.001822295081967213, 'epoch': 45.9}
{'loss': 1063.3304, 'learning_rate': 0.00195344262295082, 'epoch': 49.18}
{'loss': 1029.5998, 'learning_rate': 0.0020845901639344267, 'epoch': 52.46}
{'loss': 982.7802, 'learning_rate': 0.0022157377049180325, 'epoch': 55.74}
{'loss': 1013.2805, 'learning_rate': 0.0023468852459016393, 'epoch': 59.02}
{'loss': 959.248, 'learning_rate': 0.002478032786885246, 'epoch': 62.3}
{'loss': 959.238, 'learning_rate': 0.0026091803278688523, 'epoch': 65.57}
{'eval_loss': 82060.2890625, 'eval_kendalltau': 0.4575676669706553, 'eval_runtime': 25.4787, 'eval_samples_per_second': 5.142, 'eval_steps_per_second': 5.142, 'epoch': 65.57}
{'loss': 941.2171, 'learning_rate': 0.002740327868852459, 'epoch': 68.85}
{'loss': 943.7293, 'learning_rate': 0.0028714754098360658, 'epoch': 72.13}
{'loss': 948.1098, 'learning_rate': 0.003002622950819672, 'epoch': 75.41}
{'loss': 940.0416, 'learning_rate': 0.003133770491803279, 'epoch': 78.69}
{'loss': 928.8021, 'learning_rate': 0.0032649180327868855, 'epoch': 81.97}
{'loss': 928.7404, 'learning_rate': 0.003396065573770492, 'epoch': 85.25}
{'loss': 914.5702, 'learning_rate': 0.0035272131147540985, 'epoch': 88.52}
{'loss': 902.388, 'learning_rate': 0.0036583606557377053, 'epoch': 91.8}
{'loss': 900.4655, 'learning_rate': 0.0037895081967213116, 'epoch': 95.08}
{'loss': 890.228, 'learning_rate': 0.003920655737704918, 'epoch': 98.36}
{'eval_loss': 82046.8046875, 'eval_kendalltau': 0.4629002933284764, 'eval_runtime': 25.4177, 'eval_samples_per_second': 5.154, 'eval_steps_per_second': 5.154, 'epoch': 98.36}
{'loss': 879.3745, 'learning_rate': 0.003999979563406835, 'epoch': 101.64}
{'loss': 873.4584, 'learning_rate': 0.0039997451091544345, 'epoch': 104.92}
{'loss': 875.7389, 'learning_rate': 0.003999248725078307, 'epoch': 108.2}
{'loss': 849.9442, 'learning_rate': 0.0039984904761956345, 'epoch': 111.48}
{'loss': 865.9005, 'learning_rate': 0.003997470461823073, 'epoch': 114.75}
{'loss': 852.9849, 'learning_rate': 0.003996188815563743, 'epoch': 118.03}
{'loss': 847.6126, 'learning_rate': 0.0039946457052897275, 'epoch': 121.31}
{'loss': 831.5006, 'learning_rate': 0.003992841333120086, 'epoch': 124.59}
{'loss': 833.5754, 'learning_rate': 0.003990775935394382, 'epoch': 127.87}
{'loss': 813.5192, 'learning_rate': 0.003988449782641724, 'epoch': 131.15}
{'eval_loss': 93050.515625, 'eval_kendalltau': 0.4538975441961312, 'eval_runtime': 24.0915, 'eval_samples_per_second': 5.438, 'eval_steps_per_second': 5.438, 'epoch': 131.15}
{'loss': 827.9845, 'learning_rate': 0.0039858631795453335, 'epoch': 134.43}
{'loss': 815.9434, 'learning_rate': 0.0039830164649026336, 'epoch': 137.7}
{'loss': 801.9077, 'learning_rate': 0.003979910011580879, 'epoch': 140.98}
{'loss': 791.515, 'learning_rate': 0.003976544226468309, 'epoch': 144.26}
{'loss': 791.6591, 'learning_rate': 0.00397291955042086, 'epoch': 147.54}
{'loss': 779.994, 'learning_rate': 0.003969036458204419, 'epoch': 150.82}
{'loss': 797.1367, 'learning_rate': 0.003964895458432635, 'epoch': 154.1}
{'loss': 819.3497, 'learning_rate': 0.003960497093500305, 'epoch': 157.38}
{'loss': 781.3024, 'learning_rate': 0.003955841939512325, 'epoch': 160.66}
{'loss': 789.2044, 'learning_rate': 0.0039509306062082365, 'epoch': 163.93}
{'eval_loss': 85920.9609375, 'eval_kendalltau': 0.46008057784559225, 'eval_runtime': 24.1675, 'eval_samples_per_second': 5.42, 'eval_steps_per_second': 5.42, 'epoch': 163.93}
{'loss': 801.3088, 'learning_rate': 0.003945763736882357, 'epoch': 167.21}
{'loss': 778.9008, 'learning_rate': 0.003940342008299525, 'epoch': 170.49}
{'loss': 784.4083, 'learning_rate': 0.003934666130606448, 'epoch': 173.77}
{'loss': 776.1908, 'learning_rate': 0.003928736847238699, 'epoch': 177.05}
{'loss': 775.5433, 'learning_rate': 0.0039225549348233255, 'epoch': 180.33}
{'loss': 775.3363, 'learning_rate': 0.00391612120307714, 'epoch': 183.61}
{'loss': 759.7271, 'learning_rate': 0.00390943649470065, 'epoch': 186.89}
{'loss': 771.5724, 'learning_rate': 0.003902501685267688, 'epoch': 190.16}
{'loss': 775.979, 'learning_rate': 0.0038953176831107213, 'epoch': 193.44}
{'loss': 757.8739, 'learning_rate': 0.003887885429201884, 'epoch': 196.72}
{'eval_loss': 90546.9296875, 'eval_kendalltau': 0.45632299848348257, 'eval_runtime': 24.2419, 'eval_samples_per_second': 5.404, 'eval_steps_per_second': 5.404, 'epoch': 196.72}
{'loss': 768.0804, 'learning_rate': 0.003880205897029719, 'epoch': 200.0}
{'loss': 762.6695, 'learning_rate': 0.0038722800924716762, 'epoch': 203.28}
{'loss': 754.005, 'learning_rate': 0.0038641090536623555, 'epoch': 206.56}
{'loss': 767.0673, 'learning_rate': 0.0038556938508575345, 'epoch': 209.84}
{'loss': 754.4874, 'learning_rate': 0.003847079480370148, 'epoch': 213.11}
{'loss': 738.5871, 'learning_rate': 0.003838180494886189, 'epoch': 216.39}
{'loss': 742.9515, 'learning_rate': 0.0038290407415709693, 'epoch': 219.67}
{'loss': 735.5022, 'learning_rate': 0.0038196614175640465, 'epoch': 222.95}
{'loss': 755.8635, 'learning_rate': 0.0038100924305204775, 'epoch': 226.23}
{'loss': 742.5571, 'learning_rate': 0.003800238864132465, 'epoch': 229.51}
{'eval_loss': 88363.3671875, 'eval_kendalltau': 0.4730306389667639, 'eval_runtime': 25.6767, 'eval_samples_per_second': 5.102, 'eval_steps_per_second': 5.102, 'epoch': 229.51}
{'loss': 738.4185, 'learning_rate': 0.0037901494995688794, 'epoch': 232.79}
{'loss': 719.3028, 'learning_rate': 0.003779825658350884, 'epoch': 236.07}
{'loss': 731.5356, 'learning_rate': 0.003769268692711769, 'epoch': 239.34}
{'loss': 720.1941, 'learning_rate': 0.0037584799854198376, 'epoch': 242.62}
{'loss': 725.7886, 'learning_rate': 0.0037474609495972843, 'epoch': 245.9}
{'loss': 720.1653, 'learning_rate': 0.003736213028535105, 'epoch': 249.18}
{'loss': 712.1376, 'learning_rate': 0.0037247376955040538, 'epoch': 252.46}
{'loss': 738.7861, 'learning_rate': 0.0037130364535616655, 'epoch': 255.74}
{'loss': 724.2187, 'learning_rate': 0.003701110835355389, 'epoch': 259.02}
{'loss': 709.2863, 'learning_rate': 0.0036889624029218374, 'epoch': 262.3}
{'eval_loss': 81447.109375, 'eval_kendalltau': 0.48528980299982066, 'eval_runtime': 24.0058, 'eval_samples_per_second': 5.457, 'eval_steps_per_second': 5.457, 'epoch': 262.3}
{'loss': 719.5045, 'learning_rate': 0.0036765927474821866, 'epoch': 265.57}
{'loss': 702.6274, 'learning_rate': 0.0036640034892337567, 'epoch': 268.85}
{'loss': 713.6173, 'learning_rate': 0.003651196277137799, 'epoch': 272.13}
{'loss': 730.6041, 'learning_rate': 0.003638172788703507, 'epoch': 275.41}
{'loss': 698.7185, 'learning_rate': 0.0036249347297682964, 'epoch': 278.69}
{'loss': 701.1342, 'learning_rate': 0.003611483834274372, 'epoch': 281.97}
{'loss': 709.8287, 'learning_rate': 0.003597821864041613, 'epoch': 285.25}
{'loss': 704.9414, 'learning_rate': 0.0035839506085368067, 'epoch': 288.52}
{'loss': 696.8252, 'learning_rate': 0.0035699427912971975, 'epoch': 291.8}
{'loss': 712.5827, 'learning_rate': 0.003555659466550717, 'epoch': 295.08}
{'eval_loss': 94878.4921875, 'eval_kendalltau': 0.4783029526803205, 'eval_runtime': 24.1676, 'eval_samples_per_second': 5.42, 'eval_steps_per_second': 5.42, 'epoch': 295.08}
{'loss': 704.4159, 'learning_rate': 0.0035411723790306775, 'epoch': 298.36}
{'loss': 705.957, 'learning_rate': 0.0035264834262790515, 'epoch': 301.64}
{'loss': 688.9658, 'learning_rate': 0.0035116694708871763, 'epoch': 304.92}
{'loss': 697.373, 'learning_rate': 0.003496583570870152, 'epoch': 308.2}
{'loss': 694.8147, 'learning_rate': 0.003481301645935193, 'epoch': 311.48}
{'loss': 694.1665, 'learning_rate': 0.0034658256977333534, 'epoch': 314.75}
{'loss': 713.5591, 'learning_rate': 0.0034501577533291657, 'epoch': 318.03}
{'loss': 686.5227, 'learning_rate': 0.0034342998649351327, 'epoch': 321.31}
{'loss': 671.3416, 'learning_rate': 0.003418254109642926, 'epoch': 324.59}
{'loss': 674.5266, 'learning_rate': 0.0034021042053379072, 'epoch': 327.87}
{'eval_loss': 100762.5859375, 'eval_kendalltau': 0.45389343476346233, 'eval_runtime': 24.0857, 'eval_samples_per_second': 5.439, 'eval_steps_per_second': 5.439, 'epoch': 327.87}
{'loss': 692.7994, 'learning_rate': 0.003385689958544953, 'epoch': 331.15}
{'loss': 656.5938, 'learning_rate': 0.0033690942118573776, 'epoch': 334.43}
{'loss': 705.2702, 'learning_rate': 0.003352319139012715, 'epoch': 337.7}
{'loss': 668.8734, 'learning_rate': 0.0033353669372369285, 'epoch': 340.98}
{'loss': 673.9097, 'learning_rate': 0.0033182398269566127, 'epoch': 344.26}
{'loss': 685.4843, 'learning_rate': 0.003300940051508159, 'epoch': 347.54}
{'loss': 663.3127, 'learning_rate': 0.0032834698768439193, 'epoch': 350.82}
{'loss': 674.882, 'learning_rate': 0.0032658315912354094, 'epoch': 354.1}
{'loss': 665.613, 'learning_rate': 0.003248027504973584, 'epoch': 357.38}
{'loss': 670.9159, 'learning_rate': 0.0032300599500662357, 'epoch': 360.66}
{'eval_loss': 95600.9453125, 'eval_kendalltau': 0.45389020670028657, 'eval_runtime': 24.1385, 'eval_samples_per_second': 5.427, 'eval_steps_per_second': 5.427, 'epoch': 360.66}
{'loss': 680.3734, 'learning_rate': 0.003211931279932542, 'epoch': 363.93}
{'loss': 659.362, 'learning_rate': 0.0031936438690948112, 'epoch': 367.21}
{'loss': 667.6213, 'learning_rate': 0.003175200112867463, 'epoch': 370.49}
{'loss': 654.4157, 'learning_rate': 0.0031566024270432893, 'epoch': 373.77}
{'loss': 664.9766, 'learning_rate': 0.0031378532475770243, 'epoch': 377.05}
{'loss': 670.2998, 'learning_rate': 0.003118955030266286, 'epoch': 380.33}
{'loss': 660.1935, 'learning_rate': 0.003099910250429906, 'epoch': 383.61}
{'loss': 667.2513, 'learning_rate': 0.0030807214025837127, 'epoch': 386.89}
{'loss': 667.1085, 'learning_rate': 0.003061391000113791, 'epoch': 390.16}
{'loss': 650.7522, 'learning_rate': 0.003041921574947281, 'epoch': 393.44}
{'eval_loss': 91885.6484375, 'eval_kendalltau': 0.4699214436525413, 'eval_runtime': 24.1426, 'eval_samples_per_second': 5.426, 'eval_steps_per_second': 5.426, 'epoch': 393.44}
{'loss': 644.9873, 'learning_rate': 0.0030224140419442343, 'epoch': 396.72}
{'loss': 663.6069, 'learning_rate': 0.003002674902775261, 'epoch': 400.0}
{'loss': 646.3206, 'learning_rate': 0.0029828044316383595, 'epoch': 403.28}
{'loss': 633.9529, 'learning_rate': 0.002962805231199729, 'epoch': 406.56}
{'loss': 657.0638, 'learning_rate': 0.002942679920986739, 'epoch': 409.84}
{'loss': 626.6864, 'learning_rate': 0.0029224311370448196, 'epoch': 413.11}
{'loss': 646.6092, 'learning_rate': 0.0029020615315921887, 'epoch': 416.39}
{'loss': 649.2751, 'learning_rate': 0.0028816765009411064, 'epoch': 419.67}
{'loss': 639.9905, 'learning_rate': 0.0028610738427231382, 'epoch': 422.95}
{'loss': 636.9991, 'learning_rate': 0.0028403583996713384, 'epoch': 426.23}
{'eval_loss': 103510.296875, 'eval_kendalltau': 0.45864153162406857, 'eval_runtime': 24.1319, 'eval_samples_per_second': 5.429, 'eval_steps_per_second': 5.429, 'epoch': 426.23}
{'loss': 645.7703, 'learning_rate': 0.0028195328851276847, 'epoch': 429.51}
{'loss': 636.0866, 'learning_rate': 0.0027986000268514924, 'epoch': 432.79}
{'loss': 628.6592, 'learning_rate': 0.0027775625666621347, 'epoch': 436.07}
{'loss': 628.9741, 'learning_rate': 0.0027564232600799095, 'epoch': 439.34}
{'loss': 629.1376, 'learning_rate': 0.0027351848759651176, 'epoch': 442.62}
{'loss': 623.7997, 'learning_rate': 0.002713850196155397, 'epoch': 445.9}
{'loss': 640.6306, 'learning_rate': 0.002692422015101346, 'epoch': 449.18}
{'loss': 621.0187, 'learning_rate': 0.00267090313950051, 'epoch': 452.46}
{'loss': 626.2625, 'learning_rate': 0.0026492963879297506, 'epoch': 455.74}
{'loss': 619.766, 'learning_rate': 0.002627604590476064, 'epoch': 459.02}
{'eval_loss': 92397.28125, 'eval_kendalltau': 0.46290481504180875, 'eval_runtime': 24.2601, 'eval_samples_per_second': 5.4, 'eval_steps_per_second': 5.4, 'epoch': 459.02}
{'loss': 639.9315, 'learning_rate': 0.0026058305883658933, 'epoch': 462.3}
{'loss': 616.2128, 'learning_rate': 0.0025839772335929795, 'epoch': 465.57}
{'loss': 651.7825, 'learning_rate': 0.002562047388544802, 'epoch': 468.85}
{'loss': 610.7325, 'learning_rate': 0.0025401541213031596, 'epoch': 472.13}
{'loss': 632.68, 'learning_rate': 0.0025180802690604595, 'epoch': 475.41}
{'loss': 612.05, 'learning_rate': 0.002495938557832666, 'epoch': 478.69}
{'loss': 616.1747, 'learning_rate': 0.002473731887776651, 'epoch': 481.97}
{'loss': 623.5605, 'learning_rate': 0.002451463167557698, 'epoch': 485.25}
{'loss': 612.39, 'learning_rate': 0.0024291353139685177, 'epoch': 488.52}
{'loss': 616.3372, 'learning_rate': 0.0024067512515472084, 'epoch': 491.8}
{'eval_loss': 97829.859375, 'eval_kendalltau': 0.470561328405763, 'eval_runtime': 24.0362, 'eval_samples_per_second': 5.45, 'eval_steps_per_second': 5.45, 'epoch': 491.8}
{'loss': 621.4824, 'learning_rate': 0.0023844262265586683, 'epoch': 495.08}
{'loss': 638.8682, 'learning_rate': 0.0023619387935213928, 'epoch': 498.36}
{'loss': 623.0093, 'learning_rate': 0.002339403953160077, 'epoch': 501.64}
{'loss': 614.0423, 'learning_rate': 0.0023168246571242767, 'epoch': 504.92}
{'loss': 617.6198, 'learning_rate': 0.0022942038628864245, 'epoch': 508.2}
{'loss': 662.1667, 'learning_rate': 0.002271657920951103, 'epoch': 511.48}
{'loss': 614.1568, 'learning_rate': 0.0022489631945263955, 'epoch': 514.75}
{'loss': 609.5969, 'learning_rate': 0.002226235858502915, 'epoch': 518.03}
{'loss': 608.5069, 'learning_rate': 0.0022034788897436096, 'epoch': 521.31}
{'loss': 611.0271, 'learning_rate': 0.0021806952689927676, 'epoch': 524.59}
{'eval_loss': 105293.0546875, 'eval_kendalltau': 0.46069896076272215, 'eval_runtime': 24.372, 'eval_samples_per_second': 5.375, 'eval_steps_per_second': 5.375, 'epoch': 524.59}
{'loss': 611.6413, 'learning_rate': 0.002157887980485602, 'epoch': 527.87}
{'loss': 612.1704, 'learning_rate': 0.0021350600115573612, 'epoch': 531.15}
{'loss': 599.392, 'learning_rate': 0.0021122143522520533, 'epoch': 534.43}
{'loss': 603.2978, 'learning_rate': 0.0020893539949307983, 'epoch': 537.7}
{'loss': 611.4466, 'learning_rate': 0.0020664819338798855, 'epoch': 540.98}
{'loss': 610.132, 'learning_rate': 0.0020436011649185787, 'epoch': 544.26}
{'loss': 606.8058, 'learning_rate': 0.002020714685006716, 'epoch': 547.54}
{'loss': 601.6109, 'learning_rate': 0.0019978254918521674, 'epoch': 550.82}
{'loss': 599.3841, 'learning_rate': 0.0019749365835181848, 'epoch': 554.1}
{'loss': 630.6173, 'learning_rate': 0.0019520509580307178, 'epoch': 557.38}
{'eval_loss': 103751.234375, 'eval_kendalltau': 0.45693844443439857, 'eval_runtime': 24.237, 'eval_samples_per_second': 5.405, 'eval_steps_per_second': 5.405, 'epoch': 557.38}
{'loss': 594.0718, 'learning_rate': 0.0019291716129857198, 'epoch': 560.66}
{'loss': 624.3016, 'learning_rate': 0.0019063015451565224, 'epoch': 563.93}
{'loss': 598.0886, 'learning_rate': 0.0018834437501013147, 'epoch': 567.21}
{'loss': 598.7289, 'learning_rate': 0.001860601221770776, 'epoch': 570.49}
{'loss': 590.6133, 'learning_rate': 0.001837776952115927, 'epoch': 573.77}
{'loss': 603.5692, 'learning_rate': 0.0018149739306962361, 'epoch': 577.05}
{'loss': 599.5564, 'learning_rate': 0.0017921951442880463, 'epoch': 580.33}
{'loss': 589.3136, 'learning_rate': 0.001769443576493357, 'epoch': 583.61}
{'loss': 618.6226, 'learning_rate': 0.001746722207349031, 'epoch': 586.89}
{'loss': 582.946, 'learning_rate': 0.0017240340129364652, 'epoch': 590.16}
{'eval_loss': 103629.25, 'eval_kendalltau': 0.45580981626419664, 'eval_runtime': 24.2718, 'eval_samples_per_second': 5.397, 'eval_steps_per_second': 5.397, 'epoch': 590.16}
{'loss': 575.5727, 'learning_rate': 0.001701381964991774, 'epoch': 593.44}
{'loss': 583.7566, 'learning_rate': 0.0016787690305165512, 'epoch': 596.72}
{'loss': 583.0286, 'learning_rate': 0.001656198171389245, 'epoch': 600.0}
{'loss': 591.219, 'learning_rate': 0.0016336723439772075, 'epoch': 603.28}
{'loss': 571.5911, 'learning_rate': 0.0016111944987494643, 'epoch': 606.56}
{'loss': 579.6806, 'learning_rate': 0.0015887675798902563, 'epoch': 609.84}
{'loss': 577.2742, 'learning_rate': 0.0015663945249134094, 'epoch': 613.11}
{'loss': 579.2229, 'learning_rate': 0.0015440782642775698, 'epoch': 616.39}
{'loss': 586.213, 'learning_rate': 0.0015219328503461816, 'epoch': 619.67}
{'loss': 591.5504, 'learning_rate': 0.001499738619228444, 'epoch': 622.95}
{'eval_loss': 103302.4375, 'eval_kendalltau': 0.45975409847551757, 'eval_runtime': 24.1453, 'eval_samples_per_second': 5.425, 'eval_steps_per_second': 5.425, 'epoch': 622.95}
{'loss': 580.7533, 'learning_rate': 0.0014776099131492146, 'epoch': 626.23}
{'loss': 601.9235, 'learning_rate': 0.001455549630561928, 'epoch': 629.51}
{'loss': 573.9539, 'learning_rate': 0.0014335606609578032, 'epoch': 632.79}
{'loss': 569.8312, 'learning_rate': 0.0014116458844873675, 'epoch': 636.07}
